Competition Title,Competition Date,Full Name,Nation,Start Number,Rank,Gender,Qualification,Semifinal,Final
IFSC Climbing Worldcup (B) - Munich (GER) 2018 ,8/17/2018,Alfons Dornauer,AUT,4,14,M,3.5,1.3,
IFSC Climbing Worldcup (B) - Munich (GER) 2018 ,8/17/2018,Manuel Cornu,FRA,34,16,M,2.3,1.3,
IFSC Climbing Worldcup (B) - Munich (GER) 2018 ,8/17/2018,Tomoaki Takata,JPN,96,17,M,2.3,1.3,
IFSC Climbing Worldcup (B) - Munich (GER) 2018 ,8/17/2018,Gabriele Moroni,ITA,82,18,M,3.5,1.3,
IFSC Climbing Worldcup (B) - Munich (GER) 2018 ,8/17/2018,Yuki Hada,JPN,89,19,M,3.4,1.3,
IFSC Climbing Worldcup (B) - Munich (GER) 2018 ,8/17/2018,Yannick Flohe,DUE,49,20,M,3.3,1.3,
IFSC Climbing Worldcup (B) - Munich (GER) 2018 ,8/17/2018,Matthew Cousins,GBR,42,21,M,3.4,,
IFSC Climbing Worldcup (B) - Munich (GER) 2018 ,8/17/2018,Anze Peharc,SLO,116,21,M,1.4,,
IFSC Climbing Worldcup (B) - Munich (GER) 2018 ,8/17/2018,Marcello Bombardi,ITA,80,23,M,1.4,,
IFSC Climbing Worldcup (B) - Munich (GER) 2018 ,8/17/2018,Max Kleesattel,DUE,53,23,M,1.4,,
IFSC Climbing Worldcup (B) - Munich (GER) 2018 ,8/17/2018,Alexander Megos,DUE,56,23,M,3.3,,
IFSC Climbing Worldcup (B) - Munich (GER) 2018 ,8/17/2018,Dmitrii Sharafutdinov,RUS,112,23,M,3.3,,
IFSC Climbing Worldcup (B) - Munich (GER) 2018 ,8/17/2018,Sean Bailey,USA,138,27,M,1.4,,
IFSC Climbing Worldcup (B) - Munich (GER) 2018 ,8/17/2018,Keita Dohi,JPN,86,27,M,3.3,,
IFSC Climbing Worldcup (B) - Munich (GER) 2018 ,8/17/2018,David Firnenburg,DUE,47,29,M,3.3,,
IFSC Climbing Worldcup (B) - Munich (GER) 2018 ,8/17/2018,Jonatan Flor Vazquez,ESP,28,29,M,1.4,,
IFSC Climbing Worldcup (B) - Munich (GER) 2018 ,8/17/2018,Rudolph Ruana,USA,144,31,M,3.3,,
IFSC Climbing Worldcup (B) - Munich (GER) 2018 ,8/17/2018,Zan Sudar Lovenjak,SLO,118,31,M,1.4,,
IFSC Climbing Worldcup (B) - Munich (GER) 2018 ,8/17/2018,Stefan Schmieg,DUE,58,33,M,3.3,,
IFSC Climbing Worldcup (B) - Munich (GER) 2018 ,8/17/2018,Stephan Vogt,DUE,62,33,M,1.4,,
IFSC Climbing Worldcup (B) - Munich (GER) 2018 ,8/17/2018,Kai Harada,JPN,90,35,M,2.3,,
IFSC Climbing Worldcup (B) - Munich (GER) 2018 ,8/17/2018,Sascha Lehmann,CHE,123,35,M,1.3,,
IFSC Climbing Worldcup (B) - Munich (GER) 2018 ,8/17/2018,Aidan Roberts,GBR,45,35,M,1.3,,
IFSC Climbing Worldcup (B) - Munich (GER) 2018 ,8/17/2018,Matthias Erber,AUT,5,38,M,2.3,,
IFSC Climbing Worldcup (B) - Munich (GER) 2018 ,8/17/2018,Alban Levier,FRA,37,39,M,2.3,,
IFSC Climbing Worldcup (B) - Munich (GER) 2018 ,8/17/2018,Michael Piccolruaz,ITA,83,39,M,1.3,,
IFSC Climbing Worldcup (B) - Munich (GER) 2018 ,8/17/2018,Thilo Jeldrik Schroter,NOR,104,39,M,1.3,,
IFSC Climbing Worldcup (B) - Munich (GER) 2018 ,8/17/2018,Nathan Phillips,GBR,43,42,M,2.3,,
IFSC Climbing Worldcup (B) - Munich (GER) 2018 ,8/17/2018,Guillaume Glairon Mondet,FRA,35,43,M,1.3,,
IFSC Climbing Worldcup (B) - Munich (GER) 2018 ,8/17/2018,Kim Marschner,DUE,54,43,M,1.3,,
IFSC Climbing Worldcup (B) - Munich (GER) 2018 ,8/17/2018,Georg Parma,AUT,7,43,M,2.3,,
IFSC Climbing Worldcup (B) - Munich (GER) 2018 ,8/17/2018,Jan-Luca Posch,AUT,8,46,M,2.3,,
IFSC Climbing Worldcup (B) - Munich (GER) 2018 ,8/17/2018,Chi-fung Au,HKG,64,47,M,1.3,,
IFSC Climbing Worldcup (B) - Munich (GER) 2018 ,8/17/2018,Baptiste Ometz,CHE,124,47,M,2.3,,
IFSC Climbing Worldcup (B) - Munich (GER) 2018 ,8/17/2018,Simon Unger,DUE,61,47,M,1.3,,
IFSC Climbing Worldcup (B) - Munich (GER) 2018 ,8/17/2018,Ruben Firnenburg,DUE,48,50,M,2.3,,
IFSC Climbing Worldcup (B) - Munich (GER) 2018 ,8/17/2018,Hannes Puman,SWE,130,51,M,1.3,,
IFSC Climbing Worldcup (B) - Munich (GER) 2018 ,8/17/2018,Stefan Scarperi,ITA,84,51,M,2.2,,
IFSC Climbing Worldcup (B) - Munich (GER) 2018 ,8/17/2018,Martin Stranik,CZE,23,51,M,2.2,,
IFSC Climbing Worldcup (B) - Munich (GER) 2018 ,8/17/2018,Don Van Laere,NLD,102,51,M,1.3,,
IFSC Climbing Worldcup (B) - Munich (GER) 2018 ,8/17/2018,Nathaniel Coleman,USA,140,55,M,2.2,,
IFSC Climbing Worldcup (B) - Munich (GER) 2018 ,8/17/2018,Rolf Fredrik Serlachius,SWE,131,55,M,1.3,,
IFSC Climbing Worldcup (B) - Munich (GER) 2018 ,8/17/2018,Philipp Martin,DUE,55,57,M,1.3,,
IFSC Climbing Worldcup (B) - Munich (GER) 2018 ,8/17/2018,Ryuichi Murai,JPN,92,57,M,2.2,,
IFSC Climbing Worldcup (B) - Munich (GER) 2018 ,8/17/2018,Alex Khazanov,ISR,76,59,M,2.2,,
IFSC Climbing Worldcup (B) - Munich (GER) 2018 ,8/17/2018,Sergii Topishko,UKR,137,59,M,1.3,,
IFSC Climbing Worldcup (B) - Munich (GER) 2018 ,8/17/2018,Benjamin Blaser,CHE,120,61,M,1.2,,
IFSC Climbing Worldcup (B) - Munich (GER) 2018 ,8/17/2018,David Fitzgerald,IRL,72,61,M,1.2,,
IFSC Climbing Worldcup (B) - Munich (GER) 2018 ,8/17/2018,Fedir Samoilov,UKR,135,61,M,2.2,,
IFSC Climbing Worldcup (B) - Munich (GER) 2018 ,8/17/2018,Colin Wills,USA,145,64,M,2.2,,
IFSC Climbing Worldcup (B) - Munich (GER) 2018 ,8/17/2018,Nicolas Januel,FRA,36,65,M,1.3,,
IFSC Climbing Worldcup (B) - Munich (GER) 2018 ,8/17/2018,Eric Lopez Mateos,ESP,30,65,M,1.2,,
IFSC Climbing Worldcup (B) - Munich (GER) 2018 ,8/17/2018,Vadim Timonov,RUS,113,65,M,1.2,,
IFSC Climbing Worldcup (B) - Munich (GER) 2018 ,8/17/2018,Kipras Baltrunas,LTU,101,68,M,1.3,,
IFSC Climbing Worldcup (B) - Munich (GER) 2018 ,8/17/2018,Bjorn Arnel Iisager,DNK,25,69,M,1.2,,
IFSC Climbing Worldcup (B) - Munich (GER) 2018 ,8/17/2018,Clement Ozun,FRA,39,69,M,1.3,,
IFSC Climbing Worldcup (B) - Munich (GER) 2018 ,8/17/2018,Nils Favre,CHE,121,71,M,1.2,,
IFSC Climbing Worldcup (B) - Munich (GER) 2018 ,8/17/2018,Sergio Verdasco Urizal,ESP,32,71,M,1.2,,
IFSC Climbing Worldcup (B) - Munich (GER) 2018 ,8/17/2018,Felipe Ho Foganholo,BRA,14,73,M,1.2,,
IFSC Climbing Worldcup (B) - Munich (GER) 2018 ,8/17/2018,Konstantin Mitin,RUS,110,73,M,1.2,,
IFSC Climbing Worldcup (B) - Munich (GER) 2018 ,8/17/2018,Max Prinz,DUE,57,73,M,1.2,,
IFSC Climbing Worldcup (B) - Munich (GER) 2018 ,8/17/2018,Christoph Schweiger,DUE,59,73,M,1.2,,
IFSC Climbing Worldcup (B) - Munich (GER) 2018 ,8/17/2018,William Ridal,GBR,44,77,M,1.2,,
IFSC Climbing Worldcup (B) - Munich (GER) 2018 ,8/17/2018,Elias Weiler,AUT,10,77,M,1.2,,
IFSC Climbing Worldcup (B) - Munich (GER) 2018 ,8/17/2018,Maxwell Ayrton,GBR,40,79,M,1.2,,
IFSC Climbing Worldcup (B) - Munich (GER) 2018 ,8/17/2018,Joseph Diaz,USA,141,79,M,1.2,,
IFSC Climbing Worldcup (B) - Munich (GER) 2018 ,8/17/2018,Jean Ouriques,BRA,16,79,M,1.2,,
IFSC Climbing Worldcup (B) - Munich (GER) 2018 ,8/17/2018,Jerome Gonz縺Lez Guti繪Rrez,ESP,29,82,M,1.2,,
IFSC Climbing Worldcup (B) - Munich (GER) 2018 ,8/17/2018,Jakob Elliott,CAN,18,83,M,1.1,,
IFSC Climbing Worldcup (B) - Munich (GER) 2018 ,8/17/2018,Rolands Rugens,LVA,100,83,M,1.2,,
IFSC Climbing Worldcup (B) - Munich (GER) 2018 ,8/17/2018,Moritz Hans,DUE,51,85,M,0.3,,
IFSC Climbing Worldcup (B) - Munich (GER) 2018 ,8/17/2018,Pedro Ferreira Nicoloso,BRA,15,85,M,0.3,,
IFSC Climbing Worldcup (B) - Munich (GER) 2018 ,8/17/2018,Josef Sundakov-Krumins,AUS,3,85,M,1.2,,
IFSC Climbing Worldcup (B) - Munich (GER) 2018 ,8/17/2018,Florian Klingler,AUT,6,88,M,1.2,,
IFSC Climbing Worldcup (B) - Munich (GER) 2018 ,8/17/2018,Lukas Geukens,BEL,11,89,M,0.3,,
IFSC Climbing Worldcup (B) - Munich (GER) 2018 ,8/17/2018,Nathan Smith,CAN,20,89,M,1.1,,
IFSC Climbing Worldcup (B) - Munich (GER) 2018 ,8/17/2018,Andrea Zanone,ITA,85,89,M,0.3,,
IFSC Climbing Worldcup (B) - Munich (GER) 2018 ,8/17/2018,Florian Wientjes,DUE,63,92,M,1.1,,
IFSC Climbing Worldcup (B) - Munich (GER) 2018 ,8/17/2018,Diego Lequerica,PER,105,93,M,0.2,,
IFSC Climbing Worldcup (B) - Munich (GER) 2018 ,8/17/2018,Ciarﾃ｡n Scanlon,IRL,73,93,M,1.1,,
IFSC Climbing Worldcup (B) - Munich (GER) 2018 ,8/17/2018,Cesar Grosso,BRA,13,95,M,0.1,,
IFSC Climbing Worldcup (B) - Munich (GER) 2018 ,8/17/2018,Sean Mccoll,CAN,19,95,M,0.2,,
IFSC Climbing Worldcup (B) - Munich (GER) 2018 ,8/17/2018,Sergio Pastor Martinez,ESP,31,95,M,0.1,,
IFSC Climbing Worldcup (B) - Munich (GER) 2018 ,8/17/2018,Meirﾄ］s P苒Teris,LVA,99,95,M,0.1,,
IFSC Climbing Worldcup (B) - Munich (GER) 2018 ,8/17/2018,Stepan Stranik,CZE,24,95,M,0.1,,
IFSC Climbing Worldcup (B) - Munich (GER) 2018 ,8/17/2018,Sergei Luzhetskii,RUS,109,100,M,0.2,,
IFSC Climbing Worldcup (B) - Munich (GER) 2018 ,8/17/2018,Stefan Bednar,SVK,125,101,M,0.2,,
IFSC Climbing Worldcup (B) - Munich (GER) 2018 ,8/17/2018,Hossein Familrohani,IRN,70,102,M,0.2,,
IFSC Climbing Worldcup (B) - Munich (GER) 2018 ,8/17/2018,Cheuk-hei Ho,HKG,65,102,M,0.2,,
IFSC Climbing Worldcup (B) - Munich (GER) 2018 ,8/17/2018,Elias Iagnemma,ITA,81,104,M,0.1,,
IFSC Climbing Worldcup (B) - Munich (GER) 2018 ,8/17/2018,Ram Levin,ISR,77,104,M,0.1,,
IFSC Climbing Worldcup (B) - Munich (GER) 2018 ,8/17/2018,Yuval Shemla,ISR,79,104,M,0.1,,
IFSC Climbing Worldcup (B) - Munich (GER) 2018 ,8/17/2018,Pouya Shafenejad,IRN,71,107,M,0.1,,
IFSC Climbing Worldcup (B) - Munich (GER) 2018 ,8/17/2018,Zoltﾃ｡n Komj縺Ti,HUN,66,108,M,0.1,,
IFSC Climbing Worldcup (B) - Munich (GER) 2018 ,8/17/2018,Ben Abel,AUS,1,109,M,0.1,,
IFSC Climbing Worldcup (B) - Munich (GER) 2018 ,8/17/2018,Nadav Gropper,ISR,75,109,M,0.1,,
IFSC Climbing Worldcup (B) - Munich (GER) 2018 ,8/17/2018,David Trudeau,CAN,21,109,M,0.1,,
IFSC Climbing Worldcup (B) - Munich (GER) 2018 ,8/17/2018,Sarp Sahin,TUR,133,112,M,0.1,,
IFSC Climbing Worldcup (B) - Munich (GER) 2018 ,8/17/2018,Szymon Pecikiewicz,POL,107,113,M,0.1,,
IFSC Climbing Worldcup (B) - Munich (GER) 2018 ,8/17/2018,Mykola Silevych,UKR,136,113,M,0.1,,
IFSC Climbing Worldcup (B) - Munich (GER) 2018 ,8/17/2018,Theis Lindegren Elfenbein,DNK,26,115,M,0.1,,
IFSC Climbing Worldcup (B) - Munich (GER) 2018 ,8/17/2018,Robert Luby,SVK,127,115,M,0.1,,
IFSC Climbing Worldcup (B) - Munich (GER) 2018 ,8/17/2018,Jakub Jiri Svub,SVK,128,115,M,0.1,,
IFSC Climbing Worldcup (B) - Munich (GER) 2018 ,8/17/2018,MUHAMMET NURﾄｰ Aydem莢R,TUR,132,118,M,0,,
IFSC Climbing Worldcup (B) - Munich (GER) 2018 ,8/17/2018,John Brosler,USA,139,118,M,0,,
IFSC Climbing Worldcup (B) - Munich (GER) 2018 ,8/17/2018,Javier Cano Blazquez,ESP,27,118,M,0,,
IFSC Climbing Worldcup (B) - Munich (GER) 2018 ,8/17/2018,Maciej Dobrzanski,POL,106,118,M,0,,
IFSC Climbing Worldcup (B) - Munich (GER) 2018 ,8/17/2018,Benjamin Hanna,USA,142,118,M,0,,
IFSC Climbing Worldcup (B) - Munich (GER) 2018 ,8/17/2018,Pavel Kratochvil,SVK,126,118,M,0,,
IFSC Climbing Worldcup (B) - Munich (GER) 2018 ,8/17/2018,Maksim Lind,EST,33,118,M,0,,
IFSC Climbing Worldcup (B) - Munich (GER) 2018 ,8/17/2018,Dombrovskis Art蟐rs,LVA,98,125,M,0,,
IFSC Climbing Worldcup (B) - Munich (GER) 2018 ,8/17/2018,Jakub Jedlicka,CZE,22,125,M,0,,
IFSC Climbing Worldcup (B) - Munich (GER) 2018 ,8/17/2018,Yarden Pilpel,ISR,78,125,M,0,,
IFSC Climbing Worldcup (B) - Munich (GER) 2018 ,8/17/2018,ﾃ没gﾃｼn Yildirim,TUR,134,125,M,0,,
IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,6/8/2018,Alex Puccio,USA,34,1,F,4.5,3.3,3.3
IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,6/8/2018,Miho Nonaka,JPN,30,2,F,4.5,2.3,2.3
IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,6/8/2018,Akiyo Noguchi,JPN,1,3,F,4.4,2.3,1.3
IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,6/8/2018,Fanny Gibert,FRA,3,4,F,3.4,2.3,1.1
IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,6/8/2018,Kyra Condie,USA,36,5,F,2.4,2.2,0.2
IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,6/8/2018,Alma Bestvater,DUE,33,6,F,1.4,1.4,0.1
IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,6/8/2018,Shauna Coxsey,GBR,31,7,F,3.4,1.3,
IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,6/8/2018,Sol Sa,KOR,32,8,F,4.4,1.3,
IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,6/8/2018,Alannah Yip,CAN,8,8,F,2.4,1.3,
IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,6/8/2018,Hannah Meul,DUE,16,10,F,2.3,1.3,
IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,6/8/2018,Franziska Sterrer,AUT,39,11,F,1.4,1.2,
IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,6/8/2018,Lilli Kiesgen,DUE,11,12,F,2.4,1.2,
IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,6/8/2018,Mao Nakamura,JPN,41,13,F,1.5,0.2,
IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,6/8/2018,Sierra Blair-Coyle,USA,9,14,F,2.2,0.2,
IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,6/8/2018,Urska Repusic,SLO,12,15,F,3.5,0.2,
IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,6/8/2018,Mei Kotake,JPN,6,16,F,3.4,0.1,
IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,6/8/2018,Maya Madere,USA,42,16,F,2.4,0.1,
IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,6/8/2018,Berit Schwaiger,AUT,37,18,F,2.4,0.1,
IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,6/8/2018,Michaela Kiersch,USA,26,18,F,1.5,0.1,
IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,6/8/2018,Leah Crane,GBR,7,20,F,2.3,0,
IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,6/8/2018,Brooke Raboutou,USA,10,21,F,1.4,,
IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,6/8/2018,Vera Zijlstra,NLD,45,21,F,1.3,,
IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,6/8/2018,Katja Kadic,SLO,2,23,F,1.3,,
IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,6/8/2018,Tiffany Melius,AUS,53,23,F,1.3,,
IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,6/8/2018,Bronwen Karnis,CAN,44,25,F,1.3,,
IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,6/8/2018,Michaela Tracy,GBR,4,25,F,1.3,,
IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,6/8/2018,Johanna Farber,AUT,35,27,F,1.3,,
IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,6/8/2018,Ida Kups,POL,56,27,F,1.3,,
IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,6/8/2018,Katrine Vandet Salling,DNK,27,27,F,1.3,,
IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,6/8/2018,Allison Vest,CAN,17,30,F,1.1,,
IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,6/8/2018,Meagan Martin,USA,15,31,F,0.4,,
IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,6/8/2018,LaMu Renqing,CHN,57,31,F,1.3,,
IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,6/8/2018,Natalia Grossman,USA,54,33,F,1.2,,
IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,6/8/2018,Margo Hayes,USA,49,33,F,1.2,,
IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,6/8/2018,Megan Lynch,USA,18,33,F,0.3,,
IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,6/8/2018,Katharina Saurwein,AUT,40,33,F,1.2,,
IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,6/8/2018,Claire Buhrfeind,USA,13,37,F,0.2,,
IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,6/8/2018,Rebecca Frangos,CAN,21,38,F,0.2,,
IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,6/8/2018,Isabel Gifford,USA,28,39,F,0.2,,
IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,6/8/2018,Alyssa Weber,CAN,58,39,F,1.2,,
IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,6/8/2018,Madison Fischer,CAN,19,41,F,0.2,,
IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,6/8/2018,Babette Roy,CAN,51,41,F,1.2,,
IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,6/8/2018,Lily Canavan,USA,14,43,F,0.1,,
IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,6/8/2018,Rong Jiang,CHN,50,43,F,1.2,,
IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,6/8/2018,Sienna Kopf,USA,20,43,F,0.1,,
IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,6/8/2018,Heeyeon Park,KOR,25,43,F,0.1,,
IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,6/8/2018,Johanna Holfeld,DUE,43,47,F,0.3,,
IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,6/8/2018,Hung Ying Lee,CHN,38,48,F,0.3,,
IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,6/8/2018,Lucia Dorffel,DUE,47,49,F,0.2,,
IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,6/8/2018,Maggie Hammer,USA,22,49,F,0.1,,
IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,6/8/2018,Aya Onoe,JPN,5,49,F,0.1,,
IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,6/8/2018,Tiba Vroom,NLD,29,49,F,0.1,,
IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,6/8/2018,Anna Kelly,USA,55,53,F,0.2,,
IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,6/8/2018,Luana Riscado,BRA,46,54,F,0.1,,
IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,6/8/2018,Gabby Lampner,USA,23,55,F,0.1,,
IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,6/8/2018,Maddy Morris,USA,52,55,F,0.1,,
IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,6/8/2018,Thais Makino Shiraiwa,BRA,48,55,F,0.1,,
IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,6/8/2018,Hoi-ying To,HKG,24,58,F,0,,
IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,6/8/2018,Rei Sugimoto,JPN,48,1,M,4.5,2.3,3.4
IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,6/8/2018,Sean Bailey,USA,12,2,M,3.5,2.3,2.4
IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,6/8/2018,Tomoa Narasaki,JPN,1,3,M,4.5,2.4,2.4
IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,6/8/2018,Jernej Kruder,SLO,47,4,M,4.5,3.4,0.4
IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,6/8/2018,Ryuichi Murai,JPN,56,5,M,5.5,2.3,0.4
IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,6/8/2018,Tomoaki Takata,JPN,7,6,M,3.5,2.3,0.3
IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,6/8/2018,Jongwon Chon,KOR,46,7,M,4.4,2.3,
IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,6/8/2018,Yuji Inoue,JPN,52,8,M,4.5,2.2,
IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,6/8/2018,Aleksey Rubtsov,RUS,2,9,M,4.5,1.3,
IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,6/8/2018,Jan Hojer,DUE,49,10,M,3.5,1.3,
IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,6/8/2018,Mickael Mawem,FRA,54,11,M,3.5,1.3,
IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,6/8/2018,Yuki Hada,JPN,19,12,M,4.5,1.3,
IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,6/8/2018,Yoshiyuki Ogata,JPN,4,13,M,5.5,1.3,
IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,6/8/2018,Gregor Vezonik,SLO,51,14,M,2.5,1.2,
IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,6/8/2018,Kai Harada,JPN,8,15,M,4.5,1.2,
IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,6/8/2018,Nathaniel Coleman,USA,14,16,M,5.5,0.4,
IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,6/8/2018,Alex Khazanov,ISR,50,17,M,3.4,0.3,
IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,6/8/2018,Kokoro Fujii,JPN,3,18,M,5.5,0.3,
IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,6/8/2018,Aidan Roberts,GBR,73,19,M,2.5,0.3,
IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,6/8/2018,Elias Weiler,AUT,21,20,M,2.5,0.2,
IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,6/8/2018,Keita Dohi,JPN,65,21,M,1.5,,
IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,6/8/2018,Kai Lightner,USA,18,21,M,2.4,,
IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,6/8/2018,Sergii Topishko,UKR,55,23,M,1.4,,
IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,6/8/2018,Colin Wills,USA,35,23,M,2.4,,
IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,6/8/2018,Sebastien Lazure,CAN,60,25,M,1.4,,
IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,6/8/2018,Alban Levier,FRA,10,25,M,1.5,,
IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,6/8/2018,YuFei Pan,CHN,66,27,M,1.4,,
IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,6/8/2018,Keita Watabe,JPN,6,27,M,1.5,,
IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,6/8/2018,Gabriele Moroni,ITA,5,29,M,1.5,,
IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,6/8/2018,Martin Stranik,CZE,59,29,M,1.4,,
IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,6/8/2018,Manuel Cornu,FRA,53,31,M,1.4,,
IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,6/8/2018,Jorg Verhoeven,NLD,15,31,M,1.5,,
IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,6/8/2018,Michael Piccolruaz,ITA,11,33,M,1.5,,
IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,6/8/2018,Vasya Vorotnikov,USA,72,33,M,1.4,,
IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,6/8/2018,Benjamin Blaser,CHE,40,35,M,1.5,,
IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,6/8/2018,Thilo Jeldrik Schroter,NOR,57,35,M,1.3,,
IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,6/8/2018,Alexander Averdunk,DUE,24,37,M,1.5,,
IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,6/8/2018,Marcello Bombardi,ITA,67,37,M,1.3,,
IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,6/8/2018,Joseph Diaz,USA,33,37,M,1.5,,
IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,6/8/2018,Cheuk-hei Ho,HKG,84,40,M,1.3,,
IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,6/8/2018,Chi-fung Au,HKG,77,41,M,1.2,,
IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,6/8/2018,Baptiste Ometz,CHE,17,41,M,1.4,,
IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,6/8/2018,Nils Favre,CHE,22,43,M,1.4,,
IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,6/8/2018,Rolf Fredrik Serlachius,SWE,76,43,M,0.5,,
IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,6/8/2018,Alfons Dornauer,AUT,63,45,M,0.4,,
IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,6/8/2018,Anze Peharc,SLO,9,45,M,1.4,,
IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,6/8/2018,Matt Fultz,USA,91,47,M,0.4,,
IFSC Climbing Worldcup (B) - Vail (USA) 2018 ,6/8/2018,Zach Galla,USA,30,47,M,1.4,,
